unique_id,gender,hold racket handed,play years_0,play years_1,play years_2,level_2,level_3,level_4,level_5
2652,0.5,0.95592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2653,0.5,0.97666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2654,0.5,0.95037037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2655,0.5,0.99592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2656,0.5,0.99555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2657,0.5,0.97222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2658,0.5,0.08740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2659,0.5,0.86814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2660,0.5,0.98518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2661,0.5,0.98814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2662,0.5,0.99925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2663,0.5,0.98740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2664,0.5,0.98037037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2665,0.5,0.92592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2666,0.5,0.98518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2667,0.5,0.98703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2668,0.5,0.99925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2669,0.5,0.80037037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2670,0.5,0.99592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2671,0.5,0.99666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2672,0.5,0.97333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2673,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2674,0.5,0.0337037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2675,0.5,0.97296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2676,0.5,0.99592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2677,0.5,0.05592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2678,0.5,0.78925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2679,0.5,0.98962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2680,0.5,0.93555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2681,0.5,0.96185185,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2682,0.5,0.95925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2683,0.5,0.89888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2684,0.5,0.98259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2685,0.5,0.99703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2686,0.5,0.99851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2687,0.5,0.94111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2688,0.5,0.99148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2689,0.5,0.9937037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2690,0.5,0.15259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2691,0.5,0.99703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2692,0.5,0.91962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2693,0.5,0.06259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2694,0.5,0.99814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2695,0.5,0.84814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2696,0.5,0.99555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2697,0.5,0.9537037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2698,0.5,0.99259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2699,0.5,0.7662963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2700,0.5,0.99407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2701,0.5,0.99333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2702,0.5,0.93740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2704,0.5,0.05592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2705,0.5,0.04740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2706,0.5,0.1362963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2707,0.5,0.05666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2708,0.5,0.99296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2709,0.5,0.96592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2710,0.5,0.99851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2711,0.5,0.98777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2712,0.5,0.04592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2713,0.5,0.98962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2714,0.5,0.97185185,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2715,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2716,0.5,0.99148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2717,0.5,0.99074074,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2718,0.5,0.05814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2719,0.5,0.99481481,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2720,0.5,0.9962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2721,0.5,0.90814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2722,0.5,0.99814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2723,0.5,0.9737037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2724,0.5,0.96851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2725,0.5,0.66444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2726,0.5,0.84222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2727,0.5,0.99555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2729,0.5,0.99851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2730,0.5,0.97259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2731,0.5,0.98740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2732,0.5,0.96555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2733,0.5,0.21222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2734,0.5,0.99888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2735,0.5,0.99555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2736,0.5,0.99777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2737,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2738,0.5,0.19148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2739,0.5,0.99851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2740,0.5,0.87777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2741,0.5,0.99333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2742,0.5,0.04296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2743,0.5,0.06777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2744,0.5,0.99111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2745,0.5,0.9837037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2746,0.5,0.98740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2747,0.5,0.98333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2748,0.5,0.86444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2749,0.5,0.06111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2750,0.5,0.9862963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2751,0.5,0.99148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2752,0.5,0.99518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2753,0.5,0.99814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2754,0.5,0.99,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2755,0.5,0.86925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2756,0.5,0.99481481,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2757,0.5,0.99111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2758,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2759,0.5,0.96888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2760,0.5,0.08074074,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2762,0.5,0.06333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2763,0.5,0.98888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2764,0.5,0.96296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2765,0.5,0.97259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2766,0.5,0.94888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2767,0.5,0.97555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2768,0.5,0.9937037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2769,0.5,0.99555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2770,0.5,0.1037037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2771,0.5,0.97259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2772,0.5,0.97037037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2773,0.5,0.97962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2774,0.5,0.99222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2775,0.5,0.9962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2776,0.5,0.03814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2777,0.5,0.98111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2778,0.5,0.96888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2779,0.5,0.98518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2780,0.5,0.9662963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2781,0.5,0.97666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2782,0.5,0.90888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2783,0.5,0.98740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2784,0.5,0.99814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2785,0.5,0.99925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2786,0.5,0.98444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2787,0.5,0.10259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2788,0.5,0.99037037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2789,0.5,0.03814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2790,0.5,0.99666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2791,0.5,0.98814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2792,0.5,0.99407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2793,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2794,0.5,0.98185185,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2795,0.5,0.20777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2796,0.5,0.99851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2797,0.5,0.97962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2798,0.5,0.92703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2799,0.5,0.94185185,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2800,0.5,0.99555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2801,0.5,0.99888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2802,0.5,0.05037037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2803,0.5,0.96148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2805,0.5,0.99185185,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2806,0.5,0.9937037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2807,0.5,0.99518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2808,0.5,0.99888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2809,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2810,0.5,0.03518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2811,0.5,0.1537037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2812,0.5,0.99777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2813,0.5,0.94074074,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2814,0.5,0.22518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2815,0.5,0.09037037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2816,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2817,0.5,0.99592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2818,0.5,0.09740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2819,0.5,0.99888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2820,0.5,0.99703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2821,0.5,0.99851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2822,0.5,0.17592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2823,0.5,0.18,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2824,0.5,0.96148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2825,0.5,0.80555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2826,0.5,0.91222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2827,0.5,0.98185185,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2828,0.5,0.95407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2829,0.5,0.97222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2830,0.5,0.77444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2831,0.5,0.98962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2832,0.5,0.99333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2833,0.5,0.94777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2834,0.5,0.99814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2835,0.5,0.93185185,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2836,0.5,0.99333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2837,0.5,0.87740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2838,0.5,0.07259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2839,0.5,0.07518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2840,0.5,0.91555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2841,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2842,0.5,0.90444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2843,0.5,0.95407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2844,0.5,0.95444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2845,0.5,0.9962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2846,0.5,0.95592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2847,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2848,0.5,0.99666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2849,0.5,0.99666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2850,0.5,0.9837037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2851,0.5,0.13333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2852,0.5,0.93333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2853,0.5,0.94185185,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2854,0.5,0.05148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2855,0.5,0.99777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2856,0.5,0.97851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2857,0.5,0.9937037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2858,0.5,0.10333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2859,0.5,0.13037037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2860,0.5,0.83814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2861,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2862,0.5,0.74,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2863,0.5,0.97148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2864,0.5,0.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2865,0.5,0.96185185,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2866,0.5,0.95703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2867,0.5,0.20555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2868,0.5,0.99777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2869,0.5,0.99888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2870,0.5,0.97703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2871,0.5,0.96444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2872,0.5,0.99814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2873,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2874,0.5,0.03814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2875,0.5,0.95592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2876,0.5,0.05518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2878,0.5,0.9762963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2879,0.5,0.92518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2880,0.5,0.99777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2881,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2882,0.5,0.79925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2883,0.5,0.99111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2884,0.5,0.99555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2885,0.5,0.9737037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2886,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2887,0.5,0.93037037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2888,0.5,0.03259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2889,0.5,0.99777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2890,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2891,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2892,0.5,0.96222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2893,0.5,0.02555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2894,0.5,0.92888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2895,0.5,0.9362963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2896,0.5,0.97259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2897,0.5,0.98888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2898,0.5,0.99296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2899,0.5,0.91333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2900,0.5,0.13185185,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2901,0.5,0.99333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2902,0.5,0.11555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2903,0.5,0.96851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2904,0.5,0.97703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2905,0.5,0.99925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2906,0.5,0.82555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2907,0.5,0.92518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2908,0.5,0.07074074,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2909,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2910,0.5,0.84925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2911,0.5,0.99148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2912,0.5,0.09444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2913,0.5,0.99814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2914,0.5,0.98481481,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2915,0.5,0.98444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2916,0.5,0.99555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2917,0.5,0.99555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2918,0.5,0.18666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2919,0.5,0.16111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2920,0.5,0.97074074,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2921,0.5,0.96407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2922,0.5,0.96481481,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2923,0.5,0.93074074,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2924,0.5,0.16111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2925,0.5,0.99925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2926,0.5,0.99,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2927,0.5,0.99851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2928,0.5,0.97703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2929,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2930,0.5,0.99851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2931,0.5,0.89888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2932,0.5,0.99851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2933,0.5,0.99037037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2934,0.5,0.99333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2935,0.5,0.9937037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2936,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2937,0.5,0.99777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2938,0.5,0.98592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2939,0.5,0.98666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2940,0.5,0.96296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2941,0.5,0.8737037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2942,0.5,0.99666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2943,0.5,0.97111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2944,0.5,0.81777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2945,0.5,0.99888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2946,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2947,0.5,0.99185185,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2948,0.5,0.99074074,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2949,0.5,0.97666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2950,0.5,0.99111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2952,0.5,0.99851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2953,0.5,0.12962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2954,0.5,0.91814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2955,0.5,0.98592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2956,0.5,0.99851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2957,0.5,0.97888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2958,0.5,0.97481481,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2959,0.5,0.98666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2960,0.5,0.99777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2961,0.5,0.97740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2962,0.5,0.99148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2963,0.5,0.05888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2964,0.5,0.98481481,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2966,0.5,0.96703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2967,0.5,0.75925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2968,0.5,0.84592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2969,0.5,0.07666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2970,0.5,0.08148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2971,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2972,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2973,0.5,0.1037037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2974,0.5,0.98777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2975,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2976,0.5,0.98518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2977,0.5,0.98703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2978,0.5,0.99777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2979,0.5,0.86222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2980,0.5,0.99074074,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2981,0.5,0.05703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2982,0.5,0.10888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2983,0.5,0.99518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2984,0.5,0.99555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2985,0.5,0.73,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2986,0.5,0.05111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2987,0.5,0.05185185,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2988,0.5,0.99407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2989,0.5,0.14740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2990,0.5,0.86296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2991,0.5,0.98925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2992,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2993,0.5,0.99407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2994,0.5,0.96037037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2995,0.5,0.99851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2996,0.5,0.97407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2997,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2998,0.5,0.99814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
